,Text,Aspect Term,Sentiment,Polarity
160,"0i maakuri ti timraa saktisaali ay0ga maa timi haru kai jh0la , hali , bhatuwaa raakhchhau ki aru baahira k0 Dr surendra kesi, paailata bijaya laamaa, arjuna subedi haru jastaa laai pani raakhchhau timr0 ay0ga maa timr0 bhatuwaa haru maatrai raakhchhau bhane ti ay0ga ghaama maa mutera sukaaidie hunchha .",maakuri,GENERAL,1
161,"0i maakuri ti timraa saktisaali ay0ga maa timi haru kai jh0la , hali , bhatuwaa raakhchhau ki aru baahira k0 Dr surendra kesi, paailata bijaya laamaa, arjuna subedi haru jastaa laai pani raakhchhau timr0 ay0ga maa timr0 bhatuwaa haru maatrai raakhchhau bhane ti ay0ga ghaama maa mutera sukaaidie hunchha .",jh0la,GENERAL,1
162,"0i maakuri ti timraa saktisaali ay0ga maa timi haru kai jh0la , hali , bhatuwaa raakhchhau ki aru baahira k0 Dr surendra kesi, paailata bijaya laamaa, arjuna subedi haru jastaa laai pani raakhchhau timr0 ay0ga maa timr0 bhatuwaa haru maatrai raakhchhau bhane ti ay0ga ghaama maa mutera sukaaidie hunchha .",hali,GENERAL,1
163,"0i maakuri ti timraa saktisaali ay0ga maa timi haru kai jh0la , hali , bhatuwaa raakhchhau ki aru baahira k0 Dr surendra kesi, paailata bijaya laamaa, arjuna subedi haru jastaa laai pani raakhchhau timr0 ay0ga maa timr0 bhatuwaa haru maatrai raakhchhau bhane ti ay0ga ghaama maa mutera sukaaidie hunchha .",bhatuwaa,GENERAL,1
164,baaluwaataara k0 jaaggaa kinna hunna ty0 ty0 jaggaa sarakaara k0 h0 bhanne pani thaahaa nabhae k0 kast0 ghaansa h0 ty0 ghasanai h0 ty0 paudela .,ghaansa,GENERAL,1
165,hajura k0 kaaryakrama raamr0 chha yi sabai le aphn0 paawara bhaek0 belaa sarakaari jamina k0 ta ke kuraa desa pani bechisake yi ch0ra netaa haru .,raamr0,GENERAL,0
166,"kesawa badaala jast0 maate k0 , chadhe k0 ra kepi k0 kattu jastaa laai bahasa maa lyaaera nyaay0chita jawaapha aulaa jast0 laagdaina malaai ta .",maate k0,GENERAL,1
167,"kesawa badaala jast0 maate k0 , chadhe k0 ra kepi k0 kattu jastaa laai bahasa maa lyaaera nyaay0chita jawaapha aulaa jast0 laagdaina malaai ta .",kattu,GENERAL,1
168,yubaraaja k0iraala jastaa raamr0 wyakti pani y0 desa maa rahechha .,raamr0 wyakti,GENERAL,0
169,uhaan laai haridaya dekhi sammaana garchhu .,sammaana garchhu,GENERAL,0
170,"sabai ch0ra h0 , sabai janaa laai jela haaldinu parchha .",jela haaldinu parchha,GENERAL,1
171,haaeina bhane sarakaara swayam pachhi hate k0 sumketa dekhinchha .,pachhi hate k0,GENERAL,1
172,raajinaamaa die hunchha sabai le .,raajinaamaa,GENERAL,1
173,achamma laagchha bhrastaachaari haru k0 kuraa sundaa ni 24 ra 25 k0 rikaarda phaaila chhaina re henda 0bhara gardaa kas kaa baau k0 khelaayera basekaatheu ?,baau k0 khelaayera,GENERAL,1
174,achamma laagchha bhrastaachaari haru k0 kuraa sundaa ni 24 ra 25 k0 rikaarda phaaila chhaina re henda 0bhara gardaa kas kaa baau k0 khelaayera basekaatheu ?,bhrastaachaari,GENERAL,1
175,sarakaara nai bhrastaachaari chha desa maa .,bhrastaachaari,GENERAL,1
176,"ch0ri k0 maala sast0 maa kharida garnupani aparaadha nai thaharinchha , tyasailai ... ty0 netaa phataahaa ch0ra h0 .",aparaadha,GENERAL,1
177,y0 sarakaara aae pachhi nai tritaala aay0ga gathana bhaera baaluwaataara kaanda sabai le thaaha paae k0 h0 .,thaaha paae k0 h0,GENERAL,0
178,maantri laai gaali garne binaabaau kaa ketaaketi haru le nakaraatmaka kamenta garera aphain laai thukne kaama gare .,binaabaau kaa ketaaketi,GENERAL,1
179,maantri laai gaali garne binaabaau kaa ketaaketi haru le nakaraatmaka kamenta garera aphain laai thukne kaama gare .,thukne kaama gare,GENERAL,1
180,netaa bhanesi chida huna laagisakewa yaara kahilyai aphn0 galti k0 yaachanaa nagarne ra aphnaa laai dhaakachh0pa garne .,chida,GENERAL,1
181,"baru raajai thika raicha yaara , j0 k0hi auna tara iniharulaai jela maa k0chuna yaara , samarthana garinchha .",jela maa k0chuna,GENERAL,1
182,ghaansa nai raichha ni mantri .,ghaansa,GENERAL,1
183,y0 aime laai kehi thaachhaina hau pada maa maatrai base k0 h0 ghaasa haru .,ghaasa,GENERAL,1
184,k0iraalaa k0 kuraa ra saahaslaai Big salute !,Big salute,GENERAL,0
185,bisnau paudela laai mahaasachiwa pada baata hataaiena bhane nekapaa nepaala k0 sabai bhandaa thul0 bhrasta paarti bhae k0 sandesa pugne nischita chha !,bhrasta paarti,GENERAL,1
186,bisnau paudela laai mahaasachiwa pada baata hataaiena bhane nekapaa nepaala k0 sabai bhandaa thul0 bhrasta paarti bhae k0 sandesa pugne nischita chha !,pada baata hataaiena,GENERAL,1
187,"tuड़ikhela maa lakheti lakheti juttaa le pitnu parne maanchhe - kesaba badaala , gaaun t0la maa samaaja , gharabaara bigaarne phataaha aimaai - padmaa aryaala .",gharabaara bigaarne phataaha,GENERAL,1
188,"dhanyabaada nimesa ji , samasaamaayika bisaya maa tatkaala janataa laai jaanakaari garaaunu bhae k0 maa .",dhanyabaada,GENERAL,0
189,nepaali janataa pradhaanamantri laai summaana garchhana ?,summaana,GENERAL,0
190,24 r 25 k0 rikaॉrda phaaila nai chhaina re ke k0 hend0ver linchhau saale p0sta maa jaadaa ra kaaryakaala samaldaa .,saale,GENERAL,1
191,mantri jyu sabai bhandaa ghusa lenadena hune maalap0ta kaaryalaya h0 .,ghusa lenadena,GENERAL,1
192,dijitala k0 samasya jhana bikaraala chha .,bikaraala,GENERAL,1
193,y0 s0ma prasaada ta bhrasta haru kai matiyaara h0 bhanne ta prastai chha .,bhrasta haru kai matiyaara,GENERAL,1
194,kamyunista paarti paartigata rupamai bhrasta chha .,bhrasta,GENERAL,1
195,"susaasana rahita , bhrasta byakti haru sattaa maa rahe k0 sthirataa jhanai khataranaaka chha .",bhrasta,GENERAL,1
196,"susaasana rahita , bhrasta byakti haru sattaa maa rahe k0 sthirataa jhanai khataranaaka chha .",khataranaaka chha,GENERAL,1
197,yasabhandaa pahile pani ta timi bhaate haru nai aal0paal0 sattaa maa thiyau ni paaji haru .,bhaate,GENERAL,1
198,aba yastaa gairajimmedaara ch0ra laai tiwi maa nepaali janataa laai nadekhaauna anur0tha chha .,gairajimmedaara ch0ra,GENERAL,1
199,ahile kaa sataadhaari haru jati sabailaai padchyuta nagari y0 desa baata bhrastaachaara kahile pani unmulana hunna .,padchyuta,GENERAL,1
200,"yaae raastraghaati ra dalaala , pujinwaada laai jaaegaaune sarakaara haae .",raastraghaati ra dalaala,GENERAL,1
201,daakaa luteraa haru k0 sthira sarakaara k0 ke artha chha ?,daakaa luteraa,GENERAL,1
202,s0ma paande bhrastaachaari k0 matiyaara jast0 laagy0 .,bhrastaachaari k0 matiyaara,GENERAL,1
203,nibesa sara tapaaim maatrai ya autaa yast0 patrakaara laagchha juna naaraayana srestha k0 thaaun lina saknuhunchha !,maatrai ya autaa yast0 patrakaara,GENERAL,0
204,amdaani k0 sr0ta bhratachaara nai h0 ni .,bhratachaara,GENERAL,1
205,"jasari netaa dhanaadya bandai gae tyasari nai karisaka ra majadura haru karisi utpaadana k0 uchita mulya nat0kinu ra uchita paarisramika ra aniyantrita , anuchita mulyabariddi le jhana gariwa banirahe kaa chhana .",gariwa banirahe kaa,GENERAL,1
206,y0 kamyunista k0 kh0le netaa le khaali paarti k0 bachaau gardai chha .,kh0le,GENERAL,1
207,"nepaala k0 netaa le bhrastachaara , dalaali , kamisana , desa ra janataa lutne garchha ani netaa dina , raata chaugunaa dhani hunchha tara desa ra janataa kumgaala , gariba banaaunchha ?","bhrastachaara , dalaali , kamisana , desa ra janataa lutne",GENERAL,1
208,s0ma paande k0 kaama chhaina yaslaai ta paarti baata ni hataaunu parchha .,hataaunu parchha,GENERAL,1
209,raajaa le tan yast0 bhastrachaara tan garek0e thiena .,garek0e thiena,GENERAL,0
210,"y0 paande waastawamaa bhrastaachaari haru k0 matiyaara nai h0ki jhain laagy0 , antarima sarakaara k0 kuraa nikaalne bitik kai yasa k0 kanapaar0 kina taaty0 ?",bhrastaachaari haru k0 matiyaara,GENERAL,1
211,netaa haru je b0lchhana ty0 gardainan je b0ldainan ty0 garchhan .,je b0lchhana ty0 gardainan,GENERAL,1
212,dhanyawaada kaantipura telibhijana laai dherai raamr0 wisaya maa bahasa garnu bhae k0 maa .,dhanyawaada,GENERAL,0
213,y0 sadhai hunuparchha y0 desa k0 ch0ra bhrasta ghusakh0ri dalaala haru laai baahira lyaaunu parchha .,ch0ra bhrasta ghusakh0ri dalaala,GENERAL,1
214,nekapaa kaa netaa le bharsta laai jegaaune ra sarakaara laai bachaaune kaama garekaachhana .,bharsta laai jegaaune,GENERAL,1
215,samapati sudrikarana kepi 0li sanaga bhaya kaa le mukhaya bharasaachaari 0li sidhai bujhinachhana .,bharasaachaari,GENERAL,1
216,y0 s0ma prasaata paande kuttaa laai kina b0laa k0 yasa le jantaa k0 hita maa kuraa garadaina .,kuttaa,GENERAL,1
217,yi lutna laaisansa paae kaa netaa le laakhaaai laakha janataa maarera kamaae kaa dhani bhaera ke garnu tyahi dhana ruwaain nai rahechha .,lutna laaisansa paae kaa,GENERAL,1
218,enasela k0 62arba tiraauna k0 laagi thul0 bhumi kaa khelne nyaadhisa surendra sara laai salaama chha .,salaama chha,GENERAL,0
219,raanai k0 waana haru le dhaada bhaanchchine gari kara laade k0 chha .,dhaada bhaanchchine gari,GENERAL,1
220,taskara sumga milemat0 maa atmanirbhara utpaadana k0 ksetra sunya !,taskara sumga milemat0,GENERAL,1
221,kina nah0sa netaa ra tina kaa jh0lejhaamte dhani !,jh0lejhaamte,GENERAL,1
222,hareka kaaryakrama maa auni saan0 dekhi thul0 netaa haru bhrastaachaari laai kaaraabaahi garnu parchha bhane k0 suninchha .,bhrastaachaari,GENERAL,1
223,jaraa maatra gaade k0 h0ina mulaa rukha nai banisa k0 ke lyaanga kuraa gare k0 yaara bisw k0 3 nambara bharstaachaara hune muluka bhanne bittikai thaahaa paauna t .,bharstaachaara hune muluka,GENERAL,1
224,"s0me k0 dimaaga nai chhaina raichha , yest0 maanchhe laai kina b0laa k0 ?",dimaaga nai chhaina,GENERAL,1
225,desa banaae ehi sarakaara le banaauchha aru kh0jna thaaly0 bhane dea ajhai 50 barsa pachhi jaanchha .,banaauchha,GENERAL,0
226,y0 s0ma bhanne khaate dalaala laai jahaa bhety0 tehi kaal0 m0s0 dalera juttaa k0 maalaa lagaaera sahara ghumaaunu parchha l pachhi dekhi yastaa dalaala laai t v maa lyaaera janataa laai yastaa narapasu k0 anuhaara nadekhaaunu h0laa l .,juttaa k0 maalaa lagaaera,GENERAL,1
227,y0 s0ma bhanne khaate dalaala laai jahaa bhety0 tehi kaal0 m0s0 dalera juttaa k0 maalaa lagaaera sahara ghumaaunu parchha l pachhi dekhi yastaa dalaala laai t v maa lyaaera janataa laai yastaa narapasu k0 anuhaara nadekhaaunu h0laa l .,dalaala,GENERAL,1
228,y0 s0ma bhanne khaate dalaala laai jahaa bhety0 tehi kaal0 m0s0 dalera juttaa k0 maalaa lagaaera sahara ghumaaunu parchha l pachhi dekhi yastaa dalaala laai t v maa lyaaera janataa laai yastaa narapasu k0 anuhaara nadekhaaunu h0laa l .,narapasu,GENERAL,1
229,s0ma prasaada paande 1 nambara dalaala h0 yastaa laai kasai le pani midiyaa maa nab0laaunu kaaryakrama k0 wisaya nai ark0 tiraa m0dinchha .,dalaala,GENERAL,1
230,yi sattaadhaari kathita kamyunista ch0ra luteraa khaate haru laai kuraa garna eka rati laaja laagd0 rahenachha .,ch0ra luteraa khaate,GENERAL,1
231,yini haru jastaa nakacharaa haru k0 sarakaara dherai barsa tiky0 bhane desai swaahaa paarchhana ra bechera bidesa bhaasinchhana yini haru ta .,desai swaahaa paarchhana,GENERAL,1
232,yini haru jastaa nakacharaa haru k0 sarakaara dherai barsa tiky0 bhane desai swaahaa paarchhana ra bechera bidesa bhaasinchhana yini haru ta .,bidesa bhaasinchhana,GENERAL,1
233,"bhrastachaari laai ulmula parne h0 bhane surendra bhandaari jyu k0 kuraa maa dama chha ty0 tarikaa baata jaanu parchha , natra bhrastachaara k0 khaani nai hunchha , kamnista k0 bhaasrana raamr0 chha saasana raamr0 chhaina .",bhaasrana raamr0 chha,GENERAL,0
234,"bhrastachaari laai ulmula parne h0 bhane surendra bhandaari jyu k0 kuraa maa dama chha ty0 tarikaa baata jaanu parchha , natra bhrastachaara k0 khaani nai hunchha , kamnista k0 bhaasrana raamr0 chha saasana raamr0 chhaina .",saasana raamr0 chhaina,GENERAL,1
235,sarakaara adaalata prahari senaa akhitiyaara sabai sarakaara kaa nikaaya haru ghuna musaa le desa laai kh0kar0 banaayara khaaisakay0 aba janataa siha banera yi musaa haru kaa dulaa kh0di kh0di maarachhana .,siha,GENERAL,0
236,s0m paande k0 aukaat eutaa bhrastaachaari k0 matiyaar baahek aru kehi chhain .,bhrastaachaari k0 matiyaar,GENERAL,1
237,y0 kaantipura le kahilai pani raamr0 athiti lyaaudaina kina h0 ?,raamr0 athiti lyaaudaina,GENERAL,1
238,sawai bhasta laai kaanuna banaayera phaasi dinu parchha .,bhasta,GENERAL,1
239,bichaara raamr0 laagy0 surandra bhandaari jyu k0 aghi badhanu janataa k0 saatha abasya milnechha .,raamr0 laagy0,GENERAL,0
240,khaau chutiyaa h0 nepaali k0 ragata khaaera ju kaa jastai m0taaa0 !,chutiyaa,GENERAL,1
241,juna j0gi aae pani kaanai chire k0 .,juna j0gi aae pani kaanai chire k0,GENERAL,1
242,timi haru laai aba g0li th0knu parchha ani balla desa le muhaara pherchha tara jh0le kukura kaaryakartaa laai sisnu paani laayara lakhetanuparchha .,jh0le kukura,GENERAL,1
243,bhrastaachaari laai kaarawaahi gara kaagresa h0ki kamnista netaa h0ki kaaryakartaa waa anya k0hi .,bhrastaachaari,GENERAL,1
244,"aba bidesa maa bhae k0 sabai daajubhaai didibahini haru laai pani sametnu parchha ani hunchha , kinabhane desa bechisakeu yast0 ajingara haru le , .",ajingara,GENERAL,1
245,2 jaana saahi lagiy0 2 jaana chai ch0ra h0 .,saahi lagiy0,GENERAL,0
246,2 jaana saahi lagiy0 2 jaana chai ch0ra h0 .,ch0ra h0,GENERAL,1
247,surendra bhandaari le sahi bhannu bh0 saalaa raarikaa baana ch0ra netaa harulaai tudhikhela maa lagera g0li th0gnuparchha .,sahi bhannu bh0,GENERAL,0
248,y0 mulaa s0ma paanae paani maathi k0 w0bhaan0 banchha ani kaangresa k0 phyaar0 ni ustai .,mulaa,GENERAL,1
249,hij0 k0 sattaapaksa ra aja k0 dubai janaa tai chupa maichupa bhane jastai laagey0 .,tai chupa maichupa,GENERAL,1
250,ini haru k0 milibhagata kaile samma nepaala barwaada paarne bh0 .,barwaada paarne bh0,GENERAL,1
251,ani puraan0 samrachanaa kaa karmachaari haru laai jarai dekhi phaakera nayaan y0gya karmachaari siksaka hara thaaun maa nayaan hunuruparchha ani kehi r0kielaa natra desa khaaldaa maa jaa0s !,khaaldaa maa jaa0s,GENERAL,1
252,thukka s0ma khaate pheri jasa k0 anuhaara naherau bhane k0 tyasa laai lyaaechha khaali sarakaara k0 bachaau maatra garchha .,thukka,GENERAL,1
253,kharadaara ra subbaa laai maatra samaatne bhrasta netaa haru k0 sumraksana garne tyast0 paarti k0 kaaryakartaa bharti garne aktiyaara khaarija garnu parchha .,bhrasta,GENERAL,1
254,kharadaara ra subbaa laai maatra samaatne bhrasta netaa haru k0 sumraksana garne tyast0 paarti k0 kaaryakartaa bharti garne aktiyaara khaarija garnu parchha .,khaarija garnu parchha,GENERAL,1
255,pahunaa sabai raamraa thie tara s0ma prasaada paande jast0 paisaa le sumsada bannu bhae k0 ark0 bhaaga chaahin lyaaunu hunna h0laa bhanne asaa gardachhu .,paisaa le sumsada bannu bhae k0,GENERAL,1
256,pahunaa sabai raamraa thie tara s0ma prasaada paande jast0 paisaa le sumsada bannu bhae k0 ark0 bhaaga chaahin lyaaunu hunna h0laa bhanne asaa gardachhu .,raamraa,GENERAL,0
257,s0ma paande b0ly0 ki paar0 taattera auchha .,paar0 taattera auchha,GENERAL,1
258,netaa haru k0 amdaani k0 sr0ta bhane kai bhrastaachaara h0 kunai netaa haru k0 sampatti k0 chhaanabina hudaina ani netaa le je gareni bh0 .,bhrastaachaara,GENERAL,1
259,deubaa dekhi liyara sabai jibitai chhana bharastachaari kasari nirmula paarne .,bharastachaari,GENERAL,1
260,laasta maa y0 s0ma paande gadhaa b0le k0 sunnaimana thiyana jhana tehi khaate b0ly0 .,gadhaa,GENERAL,1
261,y0 s0ma bhane ta g0ru nai rahichha ni .,g0ru,GENERAL,1
262,kaada०garesa kaminista k0 sarakaara kaal0 m0si le bhariya k0 sisi h0 !,kaal0 m0si le bhariya k0 sisi,GENERAL,1
263,yi saba ch0ra huna !,ch0ra,GENERAL,1
264,y0 emaale bhrasta bidesi k0 dalaala s0maprasaa bhanaud0 ajhai bura bura uphrera thulaa kuraa kinaa gare k0 aba hudaa hundai baaluwaataara nai haata maa ke paaraa h0 ?,bhrasta bidesi k0 dalaala,GENERAL,1
265,yi bhrasta g0ru harulaa naudaadaa samundra paari nakataai janataa k0 ark0 bikalpa chhaina aba jaagau sabai jaagau belai maa jaagau .,bhrasta g0ru,GENERAL,1
266,luta luta saalaa h0 timi haru k0 baau k0 sampati h0 nepaala luta tara yaada raakha ch0ra bhrastaachaari haru paritraanaaya saadhunaama binaasachaaya cha dusakaritaama .,ch0ra bhrastaachaari,GENERAL,1
267,luta luta saalaa h0 timi haru k0 baau k0 sampati h0 nepaala luta tara yaada raakha ch0ra bhrastaachaari haru paritraanaaya saadhunaama binaasachaaya cha dusakaritaama .,luta luta,GENERAL,1
268,luta luta saalaa h0 timi haru k0 baau k0 sampati h0 nepaala luta tara yaada raakha ch0ra bhrastaachaari haru paritraanaaya saadhunaama binaasachaaya cha dusakaritaama .,luta,GENERAL,1
269,y0 s0me bhanne k0li k0 nandi baulaay0 ki keh0 bhrastachaara dekhina bhanchha ta .,baulaay0,GENERAL,1
270,saale khaate s0ma paande thu .,thu,GENERAL,1
271,janataa le chaahebhane raajaniti pariwartana huna sakchha .,chaahebhane,GENERAL,0
272,aru kehi h0inaa baama ektaa bhane k0 ch0ra phataa gunadaa haru k0 samuha h0 .,ch0ra phataa gunadaa,GENERAL,1
273,y0 s0ma bhatuwaa laai midiyaa maa nai na laaunu aba dekhi kaantipura tv bhane k0 chu .,bhatuwaa,GENERAL,1
274,bhrastachaari laai tumndikhela maa lyaaera jhundyaaera g0li th0kne kaanuna sams0dhana garnu parchha .,bhrastachaari,GENERAL,1
275,"ch0ra haru galti swikaarnu ta kahaan h0 kahaan eka le pahile kaa laai d0sa lagaaudai jaane , ssaalaa bhrasta harulaai laajai chhaina .",ch0ra,GENERAL,1
276,"yastai h0 bhane yini haru ta aghi kaa laai d0sa didai jaaneh0 bhane mallakaala , lichchhawi kaala hundai kiraata kaala kaa saasakaharulaai d0sa thuparnu bera chhaina !",d0sa thuparnu,GENERAL,1
277,yi dala bhanaaudaa haru milera desa ra janataa lutane dalaala maaphiyaa haru jhuda huna .,dalaala maaphiyaa,GENERAL,1
278,pade lekhe kaa maanisa k0 kuraa garane saili kati raamar0 h0 .,raamar0 h0,GENERAL,0
279,desa k0 samariddhi aba saajhaa paati le maatrai garna sakchha .,samariddhi,GENERAL,0
280,sabala ani saksama rawindra misrajastaae jujhaaru ani uchita netaritwa raakhne lyaakata ahile kaa manda le ani bhrasta netaa maa chhaina .,sabala ani saksama,GENERAL,0
281,sabala ani saksama rawindra misrajastaae jujhaaru ani uchita netaritwa raakhne lyaakata ahile kaa manda le ani bhrasta netaa maa chhaina .,uchita netarit,GENERAL,0
282,sabala ani saksama rawindra misrajastaae jujhaaru ani uchita netaritwa raakhne lyaakata ahile kaa manda le ani bhrasta netaa maa chhaina .,bhrasta,GENERAL,1
283,desa laai wikaasa ani samariddhikaae patha maa laijaana kunai janage haaeina kewala eka kaaryakaala kaa laagi saajhaa paarti k0 netaritwa aparihaarya chha .,aparihaarya chha,GENERAL,0
284,atumkakaari ra bhrastachaari kaa taluwaachatuwaa haru le disalaaika garechhana .,atumkakaari,GENERAL,1
285,atumkakaari ra bhrastachaari kaa taluwaachatuwaa haru le disalaaika garechhana .,bhrastachaari,GENERAL,1
286,atumkakaari ra bhrastachaari kaa taluwaachatuwaa haru le disalaaika garechhana .,taluwaachatuwaa,GENERAL,1
287,saajhaa aba sabai k0 maajha lets rise t0gether .,maajha,GENERAL,0
288,khaali puraan0 th0traa anuhaara lyaaera hernai nahune banaae kaa thie dahaal le .,hernai nahune,GENERAL,1
289,baktaa bhusana daahaala k0 studiy0 maa say0jaka sri rabindra misra k0 antarabaartaa saarhai samaya saandarbhika laagy0 .,samaya saandarbhika,GENERAL,0
290,"h0 mer0 pani sahamati chha , ki y0 prasna maa desa maa ganatantra , sumghiyataa , dharmanirapaksataa ra samaawesi samaridda lyaauna kaa laagi kuma chija le r0ke k0 chha ra thiy0 ?",sahamati chha,GENERAL,0
291,bidesa basne yuwaa laai yadi bh0tina subidhaa dine h0 bhane saajhaa paati k0 jita nis sita chha yasaile ahile kaa netaa bhanaaudaa le y0 subidhaa dina chaanhaadaina kina ki saajhaa k0 bidesa maa basne yubaa dherai ruchaaunchhan saajhaa .,ruchaaunchhan,GENERAL,0
292,bidesa basne yuwaa laai yadi bh0tina subidhaa dine h0 bhane saajhaa paati k0 jita nis sita chha yasaile ahile kaa netaa bhanaaudaa le y0 subidhaa dina chaanhaadaina kina ki saajhaa k0 bidesa maa basne yubaa dherai ruchaaunchhan saajhaa .,subidhaa dina chaanhaadaina,GENERAL,1
293,bidesa basne yuwaa laai yadi bh0tina subidhaa dine h0 bhane saajhaa paati k0 jita nis sita chha yasaile ahile kaa netaa bhanaaudaa le y0 subidhaa dina chaanhaadaina kina ki saajhaa k0 bidesa maa basne yubaa dherai ruchaaunchhan saajhaa .,jita nis sita chha,GENERAL,0
294,ahaa ... kati mith0 ani spata tarka haru rawindra daaju k0 .,spata tarka,GENERAL,0
295,ahaa ... kati mith0 ani spata tarka haru rawindra daaju k0 .,mith0,GENERAL,0
296,"rabindra sara k0 kur0 sahi chha , tara rabindra pani bhaarata yaa paschi maa desa baata sanchilita chhaina bhannasakinna nepaala maa kasai k0 pani bisawaasa laagdaina , .",kur0 sahi chha,GENERAL,0
297,"rabindra sara k0 kur0 sahi chha , tara rabindra pani bhaarata yaa paschi maa desa baata sanchilita chhaina bhannasakinna nepaala maa kasai k0 pani bisawaasa laagdaina , .",bisawaasa laagdaina,GENERAL,1
298,"juna s0cha / wichaara , adarsa ra nispaksataa saajhaa le agaadi lyaae k0 chha y0 ekadamai nepaali k0 hita maa chha .",hita maa chha,GENERAL,0
